EryA,EryB,GMP,MEP,MPP,CMP
19.91,6.9,9.96,43.12,4.15,10.24
4.98,14.49,19.34,16.55,35.08,22.95
8.71,11.73,8.21,7.4,46.15,11.3
17.42,13.11,17,15.24,20.31,14.83
12.44,13.8,24.62,54,12.92,21.18
14.93,15.87,22.86,6.53,14.77,26.48
3.73,2.76,19.34,3.92,36.46,17.65
26.13,11.73,45.13,10.45,35.08,24.36
28.62,42.1,25.2,29.18,15.69,31.07
124.44,126.29,14.65,38.33,30.46,29.3
7.47,13.11,9.38,6.53,4.15,4.24
19.91,20.01,22.86,12.19,19.85,19.42
1.24,12.42,10.55,7.4,40.61,13.42
7.47,13.8,38.69,10.02,47.08,11.65
4.98,3.45,7.03,21.78,18.46,25.42
22.4,22.77,53.93,20.47,43.85,32.48
19.91,31.75,21.69,14.37,30.92,23.65
6.22,6.21,44.55,6.97,57.69,35.66
11.2,12.42,45.13,6.53,54.46,48.01
4.98,12.42,39.27,15.68,33.23,40.6
9.95,5.52,13.48,14.37,38.31,31.42
13.69,18.63,43.38,22.21,72,48.01
7.47,13.11,41.03,7.84,26.77,23.65
4.98,6.21,4.1,5.23,26.77,3.88
4.98,9.66,9.38,11.32,36,10.24
8.71,7.59,14.65,9.15,30,13.77
14.93,8.28,22.27,3.92,67.85,27.89
2.49,14.49,21.69,7.4,114.46,21.18
17.42,15.18,17,9.15,48.46,21.89
7.47,10.35,18.17,13.5,44.31,31.77
12.44,14.49,15.83,15.24,53.54,18.71
4.98,11.73,8.21,8.71,12,8.83
7.47,4.14,82.65,17.86,62.31,57.9
1.24,4.14,45.72,17.42,24.92,45.19
8.71,8.28,18.17,12.19,45.69,16.24
9.95,11.04,57.44,17.42,68.77,51.9
14.93,11.73,35.76,8.71,16.15,27.54
54.75,59.35,44.55,77.52,57.69,41.31
9.95,7.59,38.69,13.07,32.31,34.95
19.91,35.2,48.06,57.49,36,47.66
8.71,17.94,48.65,51.83,23.54,31.42
8.71,13.8,2.93,14.81,13.85,10.94
4.98,5.52,31.65,23.08,70.61,25.07
8.71,2.76,12.31,24.39,30.92,32.48
7.47,4.14,58.03,7.4,6,44.48
7.47,5.52,46.89,17.86,47.54,42.01
8.71,2.07,65.65,8.71,84.46,60.72
3.73,0,52.75,3.92,6,36.01
3.73,8.97,45.72,12.63,20.77,46.6
6.22,0.69,28.14,6.1,48,23.3
8.71,3.45,36.34,8.71,43.38,33.89
9.95,10.35,38.1,6.53,5.08,26.83
4.98,2.76,8.21,4.36,53.54,13.06
2.49,2.07,29.89,9.58,31.85,24.36
11.2,11.04,47.48,14.81,48.46,30.71
16.18,6.21,53.93,14.81,46.61,37.07
6.22,3.45,22.27,6.97,24,18.36
9.95,4.83,21.69,10.45,21.69,25.42
6.22,10.35,53.34,2.18,13.85,44.84
13.69,2.07,21.1,8.27,7.85,9.53
12.44,5.52,21.69,13.5,27.23,16.24
12.44,16.56,25.79,53.13,29.54,30.36
2.49,3.45,6.45,26.57,6.92,11.3
14.93,6.21,14.07,20.47,51.23,14.83
1.24,11.04,6.45,6.1,18,18.71
7.47,15.87,15.83,11.32,62.31,20.83
17.42,14.49,24.03,38.33,29.54,24.71
34.84,35.89,22.86,59.67,49.38,32.13
27.38,19.32,25.2,17.86,19.38,18.36
4.98,10.35,28.14,5.23,5.08,23.3
12.44,15.18,84.41,14.37,12.92,50.13
2.49,12.42,8.21,20.47,14.31,16.95
29.86,48.31,36.93,65.76,54.92,36.72
7.47,4.83,53.34,14.81,42,33.19
14.93,19.32,16.41,50.08,12.46,15.53
13.69,20.01,4.1,29.18,10.15,5.65
29.86,24.84,5.86,23.95,27.23,10.24
51.02,44.17,59.79,70.12,98.31,50.48
7.47,7.59,36.34,10.89,8.31,18.36
12.44,22.77,49.24,16.98,63.23,42.36
8.71,8.97,41.03,25.26,23.08,20.48
9.95,7.59,4.1,5.66,12,3.18
2.49,2.76,25.79,13.07,38.31,21.54
3.73,13.8,7.03,7.4,17.54,6
11.2,5.52,6.45,16.98,20.77,10.24
9.95,3.45,24.03,6.1,35.08,15.89
18.67,12.42,9.96,10.02,23.08,18
8.71,1.38,8.79,6.53,6,3.88
3.73,19.32,2.34,2.61,12.92,5.3
14.93,4.83,7.62,23.08,8.77,9.18
46.04,30.37,5.28,71.42,21.69,10.94
9.95,8.28,42.2,9.15,93.69,41.66
7.47,10.35,19.34,8.27,14.77,19.06
39.82,43.48,7.03,23.52,16.15,12.71
12.44,10.35,8.79,15.68,30.92,14.47
21.15,12.42,14.65,27.44,49.38,27.18
8.71,8.28,8.79,5.23,30.46,16.59
6.22,14.49,8.79,8.71,15.69,6
17.42,2.76,25.2,7.4,13.38,16.24
28.62,8.28,22.27,19.6,24.92,21.89
12.44,9.66,23.45,23.95,52.15,27.54
18.67,20.01,28.14,11.32,22.15,14.83
8.71,9.66,7.62,28.31,4.15,12
8.71,11.04,3.52,12.19,12.46,6
0,4.14,12.31,10.45,22.62,20.12
11.2,8.28,87.34,37.02,89.54,61.78
4.98,2.76,16.41,15.24,59.08,26.83
12.44,9.66,24.03,9.58,25.85,18.36
0,6.21,48.06,43.55,40.15,41.66
6.22,8.28,8.21,13.5,20.77,12.36
14.93,2.07,34,21.78,26.77,32.83
12.44,0.69,48.06,21.78,48,36.72
16.18,42.1,76.79,52.26,55.38,57.54
7.47,4.14,18.17,11.32,10.62,17.3
2.49,15.18,17.58,4.79,11.54,23.3
6.22,3.45,69.75,8.71,88.15,35.66
7.47,2.07,62.13,10.02,40.15,46.25
7.47,1.38,1.76,7.4,10.62,14.12
69.68,69.01,5.86,46.6,19.85,6
19.91,35.89,4.69,14.81,7.85,12
68.44,81.43,4.1,28.74,5.08,3.53
6.22,4.83,29.89,5.66,5.54,19.77
13.69,4.83,4.69,6.1,62.77,7.77
4.98,6.9,42.79,10.45,18,33.89
12.44,10.35,32.24,10.02,37.85,27.54
6.22,8.28,38.69,5.23,11.08,24.36
22.4,16.56,8.79,9.15,11.54,10.24
8.71,23.46,1.76,6.1,12.92,3.88
14.93,27.6,116.65,10.45,91.38,73.08
8.71,10.35,36.34,3.92,36.46,32.13
14.93,12.42,56.86,9.58,46.61,30.36
12.44,23.46,28.14,10.02,41.54,23.65
11.2,13.8,57.44,20.9,64.15,39.89
26.13,18.63,10.55,22.21,40.61,32.83
6.22,11.04,3.52,10.89,18.92,13.06
32.35,14.49,15.83,10.89,55.38,31.07
6.22,9.66,11.72,6.1,18,8.83
3.73,10.35,46.89,12.19,56.77,36.36
13.69,2.76,58.62,11.32,44.77,37.42
4.98,9.66,13.48,3.05,60,13.42
13.69,4.14,34.58,7.4,67.38,46.6
4.98,7.59,30.48,7.4,79.85,55.78
0,3.45,56.86,5.23,98.31,39.89
12.44,8.28,17.58,7.4,42.46,24.36
6.22,4.83,68.58,10.89,59.54,40.6
4.98,11.04,17,2.61,86.31,16.59
13.69,8.97,12.9,10.89,38.31,21.18
14.93,6.21,10.55,6.97,42.46,18
13.69,2.07,14.07,5.23,17.08,21.18
18.67,5.52,51.58,4.36,37.85,25.77
13.69,17.25,39.27,3.48,42,17.65
7.47,6.21,12.31,2.61,2.77,4.24
14.93,13.11,7.03,6.1,4.15,4.24
6.22,13.11,7.03,3.92,6,6
11.2,24.15,7.03,5.23,12,7.06
12.44,13.8,6.45,4.79,11.08,3.88
2.49,7.59,23.45,6.53,48.46,26.83
0,17.25,10.55,8.27,10.15,8.12
16.18,2.76,26.96,38.33,30.46,36.36
1.24,6.9,54.51,7.4,8.31,39.89
4.98,6.9,78.55,17.42,49.38,54.01
22.4,16.56,49.82,34.84,98.31,50.13
1.24,4.14,24.62,6.1,7.38,11.3
9.95,4.83,53.93,3.05,31.38,29.65
7.47,4.14,29.31,9.58,12,18.71
3.73,6.9,40.44,13.07,10.62,30.71
3.73,8.28,81.48,22.21,17.08,40.95
12.44,9.66,101.41,15.24,71.08,86.14
2.49,6.9,14.65,5.23,7.85,10.59
8.71,4.83,22.27,7.84,22.62,22.24
8.71,8.97,82.65,9.58,25.85,47.66
6.22,11.04,39.27,10.02,36,34.95
4.98,9.66,104.34,13.5,65.54,63.9
11.2,11.73,29.89,11.32,25.85,31.42
4.98,8.28,42.2,14.37,29.08,26.83
9.95,11.73,36.34,7.84,34.61,29.65
21.15,38.65,29.89,34.41,30,28.6
13.69,25.53,30.48,36.15,10.62,21.89
6.22,28.3,16.41,42.68,13.85,18
41.06,33.13,4.69,31.36,2.31,4.94
39.82,40.72,5.28,120.64,12,11.3
19.91,13.11,14.07,48.78,6.46,10.94
13.69,21.39,14.65,38.76,35.08,21.89
8.71,14.49,20.52,13.94,44.31,30.36
8.71,19.32,25.2,29.18,18.46,15.18
7.47,4.14,7.03,67.5,2.77,7.06
12.44,8.97,0,75.34,6.92,10.24
2.49,4.14,25.79,6.1,37.85,37.42
12.44,4.14,42.2,22.21,52.61,39.54
6.22,5.52,37.51,6.53,45.69,28.6
8.71,6.9,17.58,10.45,36,19.77
4.98,9.66,48.06,8.71,56.77,43.07
12.44,8.97,52.17,16.98,113.08,57.9
9.95,18.63,21.69,53.57,40.61,31.77
8.71,17.94,5.86,8.71,18.92,9.18
17.42,4.14,3.52,6.53,12.46,9.88
7.47,10.35,6.45,5.23,8.77,7.77
8.71,11.04,35.17,5.66,10.62,8.47
8.71,6.21,36.93,5.66,16.62,21.18
2.49,13.8,28.72,3.48,23.54,13.42
17.42,6.9,73.27,13.94,54.92,47.31
7.47,9.66,14.65,7.4,54.46,32.48
7.47,9.66,79.72,10.02,20.77,48.01
4.98,4.83,52.75,6.1,15.23,33.54
4.98,4.14,14.65,13.5,26.31,21.18
8.71,8.97,34.58,3.05,31.85,18.71
4.98,9.66,38.69,7.4,1.85,30.01
14.93,2.07,1.17,3.92,2.77,7.06
7.47,5.52,48.06,10.02,25.85,38.83
13.69,4.83,43.38,4.79,23.54,26.83
6.22,0,22.27,21.34,36,31.42
3.73,4.14,51.58,6.97,4.62,45.89
23.64,16.56,62.13,6.1,17.08,39.89
9.95,6.21,32.24,27.87,68.77,49.42
4.98,2.76,2.93,2.61,41.54,10.24
11.2,16.56,5.86,52.7,12,16.95
8.71,4.83,38.1,8.71,20.77,21.54
12.44,4.14,73.86,20.47,94.15,57.19
4.98,4.14,63.89,16.11,31.85,56.84
14.93,13.8,6.45,57.05,2.31,4.24
12.44,16.56,24.03,12.63,37.85,13.77
3.73,6.21,34,16.55,24.92,41.66
6.22,8.28,44.55,30.92,57.23,39.89
16.18,11.73,41.03,34.84,71.08,38.48
9.95,5.52,72.68,20.03,23.08,30.01
18.67,28.3,14.65,17.42,27.69,8.83
33.6,44.17,22.86,31.79,29.08,24.71
2.49,15.18,81.48,8.27,7.38,51.54
6.22,5.52,82.06,13.94,87.23,67.43
11.2,7.59,42.2,10.02,37.38,26.83
7.47,6.9,49.82,11.76,17.54,35.3
8.71,11.04,84.41,49.65,40.61,56.49
9.95,20.7,49.24,11.32,18,41.31
9.95,5.52,14.65,16.98,12.92,10.94
21.15,20.01,98.47,71.42,51.23,77.67
13.69,22.08,31.07,25.26,37.38,26.48
19.91,22.77,62.13,18.29,41.54,44.13
22.4,21.39,7.62,49.21,9.23,8.47
13.69,20.01,17.58,13.94,25.85,20.12
17.42,15.18,7.62,13.07,6.46,9.53
9.95,4.83,4.69,5.66,9.69,6.35
6.22,15.18,48.06,15.68,39.69,34.24
9.95,12.42,3.52,35.71,3.69,9.88
21.15,35.89,13.48,9.58,7.85,12
39.82,36.58,4.69,49.65,3.69,7.41
33.6,31.06,63.31,19.6,33.69,54.01
100.79,138.72,13.48,34.84,23.08,9.88
12.44,9.66,11.72,6.1,20.31,16.59
6.22,1.38,11.14,18.73,52.15,27.18
8.71,8.97,29.31,13.94,27.23,37.42
11.2,18.63,47.48,40.07,79.38,44.13
8.71,3.45,6.45,52.26,3.69,14.12
4.98,3.45,48.06,55.31,14.31,39.19
8.71,6.21,62.13,33.1,22.62,43.07
6.22,4.83,55.1,19.16,23.08,37.42
7.47,4.14,49.24,11.32,1.85,19.77
22.4,30.37,19.93,60.97,36.92,22.59
29.86,35.2,7.03,68.81,9.69,13.06
8.71,6.21,11.72,33.1,19.38,23.3
2.49,2.76,21.69,11.76,36.92,28.24
8.71,2.07,38.1,7.84,12.92,37.42
7.47,15.18,31.07,24.39,26.77,36.01
12.44,9.66,64.48,16.98,30,48.72
11.2,12.42,29.31,27,41.08,31.07
9.95,11.73,53.34,36.58,52.61,47.66
13.69,38.65,9.38,40.94,6.92,6.71
27.38,22.08,14.65,63.58,14.31,7.41
41.06,38.65,30.48,107.14,13.38,27.89
32.35,17.25,29.31,41.37,44.31,18.71
24.89,31.06,12.9,87.97,9.69,16.24
16.18,16.56,6.45,57.49,9.23,7.41
14.93,8.97,31.07,20.47,66.46,22.95
34.84,20.01,5.86,68.38,9.69,8.47
18.67,24.15,19.34,64.89,38.77,34.95
36.09,38.65,44.55,75.78,69.69,48.72
14.93,6.21,84.99,19.16,55.38,43.78
41.06,57.28,51,102.78,75.69,48.37
13.69,16.56,55.69,34.84,70.15,38.83
23.64,33.82,17,84.49,6,10.94
53.51,39.34,17,59.67,12.92,18.36
11.2,11.04,17.58,16.98,12,15.89
43.55,27.6,6.45,73.17,3.23,6.35
8.71,15.87,49.24,19.6,26.31,37.07
4.98,7.59,37.51,36.58,15.23,24.36
7.47,13.8,4.69,50.52,3.23,6.71
13.69,20.01,76.2,85.8,95.54,55.78
7.47,2.07,33.41,6.97,12.46,19.06
11.2,22.08,7.03,25.7,42.92,27.89
7.47,10.35,19.34,27,29.08,17.3
8.71,12.42,9.96,9.15,12.92,13.42
2.49,11.73,9.38,12.63,29.08,18.71
11.2,6.21,22.86,4.79,10.15,8.12
13.69,11.73,28.72,20.47,65.54,24.36
7.47,23.46,22.86,30.05,71.54,23.65
8.71,11.04,31.65,21.34,89.08,34.24
23.64,32.44,11.72,58.79,6.46,8.47
4.98,13.11,5.28,12.63,29.08,10.94
4.98,8.28,6.45,10.89,29.54,19.06
14.93,12.42,5.86,1.74,20.31,6.71
7.47,12.42,27.55,23.52,56.31,31.77
4.98,8.97,62.72,13.07,78.46,41.66
7.47,7.59,61.55,5.23,32.77,45.19
9.95,8.28,29.31,6.53,42.92,25.77
9.95,11.73,59.2,13.07,96.46,52.25
3.73,3.45,59.2,10.45,23.08,58.6
4.98,3.45,46.31,3.05,9.69,41.66
3.73,8.28,33.41,10.89,34.15,24.71
8.71,12.42,42.79,5.23,45.69,46.25
7.47,7.59,81.48,23.08,94.61,56.49
6.22,6.21,12.9,10.02,49.85,20.12
9.95,10.35,34.58,14.81,113.08,37.07
4.98,6.21,34,3.05,29.54,18
6.22,0.69,38.1,5.66,25.85,22.59
7.47,7.59,7.03,4.36,18,11.65
18.67,9.66,17,4.36,66.46,18.71
6.22,9.66,6.45,12.19,9.69,7.06
8.71,8.28,6.45,13.07,6.92,4.94
18.67,13.8,26.38,13.94,20.31,14.12
8.71,5.52,8.79,7.84,22.62,12
8.71,13.8,57.44,9.15,33.69,36.72
8.71,9.66,89.1,10.89,23.54,52.25
8.71,4.83,82.06,9.58,72,53.31
6.22,4.83,72.68,9.15,21.23,52.25
19.91,6.21,24.62,11.76,10.15,8.83
7.47,13.11,63.89,24.39,41.08,35.3
6.22,6.9,37.51,9.58,26.77,34.24
8.71,4.83,58.62,12.19,42,31.42
3.73,11.04,71.51,8.71,80.77,68.84
6.22,13.8,34,5.23,47.54,23.65
8.71,9.66,48.65,4.79,52.61,46.6
8.71,4.14,56.86,2.61,8.31,34.95
12.44,7.59,60.96,5.23,61.38,51.9
3.73,9.66,8.21,5.23,18,13.06
3.73,6.21,2.93,3.48,18.92,9.18
4.98,9.66,11.72,7.4,30.46,13.06
14.93,7.59,18.17,12.19,23.08,17.3
2.49,4.83,25.79,6.97,46.61,20.12
11.2,2.76,11.14,4.79,20.31,12.36
13.69,16.56,33.41,46.6,30,27.54
9.95,6.21,38.1,12.63,96,38.83
8.71,2.76,9.38,6.53,28.62,18.36
6.22,6.9,6.45,9.15,24.46,9.88
11.2,15.18,20.52,6.97,70.61,22.95
7.47,15.87,16.41,0.44,51.69,23.3
3.73,1.38,12.31,19.16,39.69,25.77
0,6.9,32.24,7.4,23.54,33.54
2.49,3.45,9.96,10.89,17.54,9.18
6.22,2.76,22.86,11.32,52.61,17.3
3.73,6.21,38.69,6.53,6,37.77
8.71,5.52,48.06,8.71,60,34.95
4.98,3.45,32.82,7.84,83.54,34.95
3.73,4.83,26.38,6.1,33.23,28.24
9.95,6.9,17,4.36,5.08,20.83
11.2,6.21,52.75,6.1,36.92,40.95
6.22,5.52,36.93,6.53,43.38,26.12
1.24,3.45,39.86,9.58,15.69,31.77
8.71,6.21,21.69,5.23,11.54,10.24
4.98,10.35,92.61,10.45,48.46,46.25
0,5.52,65.65,3.92,46.15,50.84
12.44,6.21,45.72,6.1,3.23,33.89
14.93,2.76,89.68,10.89,63.23,62.84
4.98,6.21,59.79,6.97,63.23,43.78
6.22,4.14,63.89,3.48,30.92,30.01
7.47,4.14,71.51,15.68,36.92,40.95
7.47,1.38,41.62,6.53,4.62,20.12
3.73,4.83,1.76,6.1,42.46,13.42
3.73,4.14,3.52,0.87,15.69,5.3
13.69,8.28,21.69,18.73,31.38,17.3
23.64,19.32,26.96,14.81,9.69,24.01
13.69,20.01,56.27,36.15,36.92,40.95
9.95,2.07,85.58,15.24,38.77,59.66
18.67,10.35,41.03,45.73,22.15,38.83
39.82,22.08,12.9,39.63,29.54,12.71
8.71,5.52,27.55,13.94,42.92,22.95
2.49,2.76,26.38,10.02,62.77,22.95
13.69,7.59,24.62,4.79,41.08,20.48
6.22,2.07,16.41,9.58,49.85,30.01
4.98,8.97,37.51,10.45,71.08,26.83
12.44,4.83,27.55,15.24,81.69,34.95
4.98,11.73,37.51,10.89,60.92,47.66
4.98,6.9,41.62,13.94,47.54,41.66
14.93,10.35,17.58,10.45,28.15,24.36
12.44,5.52,9.38,7.4,17.08,21.89
27.38,19.32,21.69,60.1,38.77,38.13
13.69,7.59,72.1,21.34,66,49.42
18.67,16.56,15.24,67.07,12.92,8.47
12.44,10.35,23.45,8.71,18,24.01
12.44,8.28,42.79,4.36,6,47.31
2.49,10.35,25.2,8.27,29.54,23.65
7.47,8.97,48.06,10.89,66.46,48.72
4.98,2.76,5.86,4.79,6.92,14.83
6.22,6.21,21.69,8.71,22.62,28.95
13.69,11.73,50.41,21.34,66.46,38.83
8.71,4.14,24.62,13.94,78.92,30.36
2.49,8.97,67.41,3.92,21.23,45.19
8.71,7.59,47.48,5.23,6.92,10.94
0,7.59,12.31,10.02,11.54,18
3.73,6.9,51,5.66,30.46,25.07
7.47,4.83,40.44,25.26,39.69,67.43
16.18,19.32,67.99,27.44,89.08,73.08
17.42,21.39,31.65,31.79,42.46,29.3
13.69,16.56,2.34,10.02,19.85,15.53
18.67,14.49,65.65,20.03,32.77,35.3
65.95,68.32,7.03,81.01,6,14.47
29.86,46.93,5.86,51.83,12,8.12
6.22,11.73,18.76,41.81,9.69,36.72
23.64,29.68,53.34,30.49,25.85,48.01
54.75,67.63,17.58,46.6,19.38,12
17.42,7.59,27.55,46.16,30.46,38.83
11.2,10.35,2.93,10.89,11.08,8.83
7.47,0.69,4.1,5.23,12,8.47
3.73,0.69,65.06,15.24,53.54,36.72
8.71,1.38,15.83,15.68,45.69,21.18
9.95,4.83,13.48,11.32,21.23,19.06
8.71,11.04,29.89,17.86,32.77,34.24
9.95,2.07,55.1,13.94,74.77,36.72
7.47,4.83,9.96,6.53,8.77,5.65
11.2,6.9,14.65,9.15,25.85,13.06
11.2,7.59,79.13,10.89,20.31,66.02
22.4,11.04,68.58,8.71,34.15,64.25
17.42,22.77,22.86,45.29,9.23,25.07
17.42,6.21,5.28,14.37,8.31,10.24
8.71,7.59,13.48,6.97,4.62,11.65
3.73,12.42,9.38,6.1,15.23,8.83
18.67,9.66,10.55,10.89,2.77,5.3
8.71,8.28,5.86,4.36,23.54,6.35
1.24,4.83,18.17,10.02,22.15,26.12
13.69,17.25,35.17,13.07,25.85,13.77
2.49,9.66,4.1,3.05,4.62,2.47
4.98,9.66,35.17,8.27,24.46,27.18
7.47,5.52,12.31,8.71,40.15,20.48
4.98,4.83,39.86,10.45,47.08,43.78
26.13,18.63,58.62,13.5,25.85,45.89
17.42,19.32,32.82,37.89,13.38,17.65
22.4,9.66,36.34,11.32,2.77,28.95
12.44,23.46,17.58,11.32,28.15,20.48
3.73,10.35,1.17,11.76,10.62,8.12
13.69,11.73,17,17.42,13.85,14.83
14.93,6.21,7.62,7.4,18.46,15.89
27.38,29.68,14.65,40.94,71.54,31.42
8.71,11.73,2.93,47.04,26.77,7.41
27.38,31.06,16.41,42.68,42,27.89
9.95,13.8,23.45,62.28,4.15,19.77
16.18,5.52,26.96,48.78,18.46,43.42
24.89,67.63,59.2,41.37,40.61,40.25
1.24,4.83,13.48,2.18,5.54,23.3
7.47,4.14,65.06,8.71,8.31,54.72
0,0.69,43.38,11.76,26.31,36.72
13.69,11.73,14.65,21.78,48.92,30.36
9.95,4.14,27.55,13.07,77.08,22.95
21.15,10.35,35.76,16.11,78.92,44.84
9.95,11.04,49.82,8.27,44.31,28.24
4.98,6.21,44.55,13.07,31.85,42.36
24.89,17.25,52.17,51.83,77.54,62.13
22.4,47.62,12.9,81.01,13.38,18.36
28.62,37.96,13.48,49.21,6.46,18
73.42,67.63,38.69,98.43,92.77,70.96
16.18,16.56,13.48,44.42,71.54,27.18
80.88,84.89,2.93,52.7,6.92,10.24
145.59,167.7,4.69,108.44,8.77,11.65
14.93,15.87,4.1,30.49,18,8.12
69.68,104.9,15.83,67.07,24.46,16.59
21.15,38.65,22.27,35.28,31.38,26.83
6.22,9.66,11.72,12.63,19.38,24.36
9.95,11.73,19.93,65.76,42.92,34.95
6.22,11.73,27.55,37.89,39.69,32.48
11.2,8.28,25.2,57.49,54,44.48
2.49,8.28,32.24,22.21,38.31,50.84
38.58,13.11,12.31,61.41,13.38,23.3
12.44,11.73,10.55,42.24,25.85,16.59
6.22,6.9,44.55,30.92,22.15,42.36
4.98,4.83,11.14,23.52,6.92,31.77
7.47,4.14,25.2,49.65,35.08,38.48
18.67,4.14,22.86,44.42,37.38,28.6
8.71,4.14,36.34,61.84,71.08,34.6
19.91,12.42,7.62,55.31,7.85,17.3
22.4,26.22,5.86,54,9.69,13.42
11.2,17.25,14.65,5.23,87.69,26.83
13.69,7.59,13.48,6.1,42,10.94
6.22,6.9,17,3.48,47.08,27.54
21.15,12.42,14.65,7.84,54.92,13.42
8.71,6.9,9.96,8.71,75.69,16.24
47.29,22.08,7.62,63.58,8.31,21.54
37.33,55.9,31.07,46.16,38.31,15.18
27.38,34.51,5.86,50.95,6.92,13.06
41.06,71.08,33.41,72.73,26.31,25.42
65.95,80.05,6.45,54.44,6.92,7.41
19.91,11.73,32.24,15.24,58.15,21.18
22.4,23.46,0,7.4,5.08,7.41
1.24,5.52,0,4.36,3.23,5.65
12.44,8.97,29.31,14.37,36.46,27.89
1.24,7.59,24.03,16.55,36.92,45.54
2.49,5.52,60.96,13.5,19.85,32.83
11.2,10.35,25.79,27.44,38.77,26.83
8.71,15.87,101.99,12.19,61.38,90.73
4.98,3.45,43.96,5.23,10.62,31.77
6.22,6.9,28.14,9.15,10.62,16.95
3.73,4.14,32.82,9.15,19.38,28.24
9.95,4.14,62.72,37.45,58.61,51.19
2.49,2.07,42.2,10.89,28.15,38.48
4.98,4.14,92.61,20.03,83.54,58.96
19.91,25.53,2.34,47.04,5.08,9.18
4.98,8.28,50.41,37.02,38.31,34.24
7.47,11.04,49.24,6.1,33.69,37.07
9.95,8.28,66.24,25.26,54.92,53.31
6.22,4.14,55.1,10.45,51.23,54.01
1.24,4.14,51.58,8.27,16.15,40.25
6.22,3.45,55.69,43.99,46.15,38.48
0,2.76,29.89,10.02,50.77,22.59
27.38,15.18,12.9,40.07,10.15,9.18
17.42,26.91,2.93,42.24,1.85,7.06
7.47,6.21,32.82,5.66,6,19.42
6.22,2.07,38.1,4.36,22.15,26.12
7.47,13.11,33.41,21.78,23.54,18
6.22,2.76,11.72,4.36,5.54,9.53
2.49,4.83,41.03,3.92,0.92,23.3
2.49,4.14,13.48,2.61,8.31,13.42
17.42,15.18,38.69,13.5,37.38,36.01
2.49,11.04,43.96,13.94,12.92,36.01
6.22,4.14,19.34,9.58,1.38,26.83
6.22,4.83,52.17,10.45,8.77,39.54
3.73,4.83,39.86,7.4,2.77,33.54
3.73,4.83,27.55,4.79,16.62,32.48
4.98,4.83,9.38,6.1,5.08,14.47
9.95,8.28,26.38,5.66,3.23,31.42
3.73,6.21,65.65,9.58,7.85,31.42
3.73,2.76,14.07,10.45,0,12.71
0,3.45,7.62,1.74,2.31,12.71
6.22,4.14,10.55,3.92,8.77,18.36
13.69,16.56,19.93,53.57,8.77,12
14.93,12.42,0.59,4.36,23.08,8.12
4.98,3.45,15.24,4.36,41.54,18
21.15,10.35,39.27,27.87,31.85,38.13
11.2,4.83,11.14,34.84,43.38,15.53
2.49,1.38,14.65,13.07,42,15.89
2.49,7.59,46.31,30.05,61.85,66.02
6.22,0.69,18.76,35.28,40.15,28.24
3.73,6.9,6.45,65.33,13.85,13.77
8.71,7.59,42.2,35.71,47.54,48.37
4.98,2.76,41.03,30.92,32.31,33.19
11.2,1.38,94.37,27.44,42.92,77.67
13.69,3.45,82.06,21.34,99.23,65.66
2.49,6.21,9.96,18.29,40.61,22.95
9.95,2.07,21.69,22.65,36.46,27.54
18.67,8.28,44.55,15.24,58.61,40.6
8.71,10.35,26.96,29.18,26.31,30.01
18.67,8.28,8.79,37.45,19.38,19.42
21.15,26.22,67.41,22.65,69.69,67.43
16.18,17.25,14.65,33.53,12.46,16.24
4.98,5.52,53.34,6.97,45.23,39.54
19.91,32.44,22.27,40.94,12,12.71
46.04,86.27,41.62,84.92,25.85,44.13
8.71,7.59,17.58,48.78,25.85,30.01
11.2,11.04,71.51,33.97,93.23,67.78
7.47,10.35,29.89,21.78,48.92,29.3
6.22,3.45,12.9,12.19,16.62,14.47
11.2,4.83,54.51,10.89,38.31,39.89
7.47,3.45,90.85,39.63,25.38,56.49
17.42,26.91,17,47.47,5.08,10.94
11.2,12.42,17.58,42.24,13.85,12
3.73,11.04,64.48,6.1,11.08,46.25
3.73,14.49,14.07,19.16,4.62,19.77
23.64,22.08,47.48,49.21,62.77,33.54
57.24,71.08,37.51,65.76,48.46,42.72
13.69,20.01,14.65,40.94,11.54,16.24
74.66,77.98,21.69,64.02,13.85,21.89
4.98,4.14,12.31,5.66,8.31,29.3
11.2,6.9,43.38,16.11,56.77,40.6
7.47,6.9,15.24,10.02,42.46,20.83
4.98,2.76,45.13,13.94,37.85,29.65
4.98,4.83,25.79,10.45,27.23,21.18
3.73,2.76,46.89,17.42,24.92,26.83
3.73,10.35,57.44,17.86,29.54,25.77
1.24,0,35.17,28.74,35.54,41.66
9.95,5.52,79.13,11.32,36.46,37.07
13.69,29.68,5.86,17.42,7.38,9.88
18.67,51.76,34.58,94.51,15.69,24.01
29.86,34.51,8.79,50.52,14.31,12.71
11.2,14.49,24.03,37.45,23.08,24.36
22.4,9.66,22.27,53.57,24,26.48
17.42,21.39,18.17,87.54,18.46,34.6
12.44,10.35,23.45,41.81,14.31,27.18
36.09,28.99,4.1,91.89,4.15,9.53
13.69,2.76,4.69,8.27,13.85,5.3
9.95,4.83,42.79,13.94,21.23,23.65
7.47,0.69,14.07,3.48,57.23,26.12
4.98,4.14,45.13,5.66,24.46,21.89
4.98,3.45,8.21,1.31,0.92,12.71
6.22,0.69,31.07,15.68,80.77,38.83
18.67,30.37,45.72,42.24,30.46,29.65
4.98,8.97,47.48,25.26,64.61,43.78
