CMP,EryA,EryB,GMP,MPP,Mono,MEP,GN
48.01,16.18,18.63,82.65,15.69,47.4,45.29,51.19
16.95,26.13,33.82,4.69,6,14.52,87.97,4.77
11.65,29.86,31.75,7.03,10.62,10.41,75.34,5.64
11.65,9.95,16.56,7.62,12,9.32,48.34,3.04
21.54,7.47,7.59,26.38,14.77,25.21,39.2,33.4
30.36,14.93,6.9,38.69,78.92,24.93,27,21.69
57.19,8.71,6.9,56.86,85.85,29.59,26.57,16.49
52.25,9.95,8.97,67.99,42.92,59.46,43.99,65.51
21.18,7.47,20.01,13.48,41.54,16.99,46.16,39.91
9.88,13.69,14.49,20.52,10.62,8.49,27,6.07
34.95,12.44,9.66,25.2,51.23,24.66,50.08,8.68
23.65,12.44,8.28,23.45,44.77,21.37,40.5,5.21
5.65,14.93,3.45,2.34,2.31,7.95,3.92,3.47
4.24,4.98,2.07,5.86,1.38,17.26,3.92,42.51
5.65,1.24,15.18,5.28,4.62,6.03,6.53,9.54
16.59,12.44,11.73,11.14,12.92,20.55,9.58,31.67
24.36,6.22,12.42,43.38,14.31,63.84,13.07,91.54
32.13,57.24,94.55,44.55,14.31,29.04,99.3,10.41
37.42,1.24,7.59,27.55,59.08,9.04,18.29,7.38
7.77,8.71,8.28,3.52,4.62,6.03,55.31,6.07
63.55,4.98,7.59,85.58,70.15,63.84,47.91,78.09
36.01,54.75,61.42,32.82,65.08,32.88,79.7,30.37
32.48,13.69,22.08,41.62,40.15,24.39,42.24,28.63
20.12,21.15,17.25,26.38,33.69,19.18,36.15,13.88
38.48,27.38,20.7,48.65,75.23,24.66,47.91,27.33
2.82,3.73,11.73,5.86,10.15,8.77,6.1,6.07
3.18,13.69,17.94,4.69,7.85,7.12,7.84,4.34
6.71,6.22,4.14,1.76,18,7.12,7.4,7.38
28.6,12.44,24.84,37.51,13.38,19.45,23.52,15.62
7.41,3.73,11.04,4.1,9.69,6.3,16.11,7.81
13.42,11.2,4.14,9.96,13.38,6.85,11.76,22.13
14.83,8.71,10.35,12.9,49.38,9.86,11.76,11.28
26.48,7.47,5.52,21.69,30,5.75,3.05,8.24
26.12,6.22,4.83,47.48,25.85,18.36,7.84,9.98
17.3,7.47,3.45,8.21,45.23,3.84,4.36,6.94
51.19,9.95,9.66,35.17,51.23,16.99,28.31,18.65
21.89,36.09,43.48,36.93,5.54,21.1,11.76,19.09
37.77,11.2,21.39,73.27,33.69,39.45,10.02,47.72
31.07,68.44,56.59,29.31,35.08,20.82,58.79,24.73
16.95,131.9,202.21,9.96,9.69,14.8,61.41,9.98
7.77,63.46,56.59,2.93,8.31,9.59,30.49,10.41
4.24,37.33,63.49,4.69,2.31,6.3,12.63,4.34
22.95,12.44,10.35,22.27,15.23,34.8,9.58,15.62
17.3,3.73,5.52,40.44,7.85,44.66,5.66,25.16
41.66,4.98,2.76,83.82,24,104.39,7.4,116.26
28.95,8.71,5.52,24.03,24,29.04,12.63,37.74
28.95,16.18,8.28,29.89,14.77,63.84,8.71,85.03
22.95,11.2,8.28,35.17,44.77,37.81,31.79,48.15
49.78,6.22,13.11,46.31,39.23,51.51,17.86,88.5
45.89,2.49,0.69,99.06,30,60.28,12.19,55.1
30.01,7.47,2.76,41.62,10.62,46.03,3.48,28.63
27.18,2.49,5.52,35.17,29.54,30.41,6.53,52.06
11.3,2.49,1.38,8.21,8.77,11.51,2.18,13.88
45.54,41.06,46.24,90.27,27.69,58.09,26.13,20.39
32.48,28.62,42.79,31.65,18,12.6,30.92,3.04
6.35,52.26,51.76,6.45,7.85,4.66,23.95,1.74
8.83,89.59,109.73,9.38,3.23,10.41,60.1,1.74
8.47,47.29,61.42,9.38,1.85,6.3,14.37,9.54
16.24,24.89,40.72,5.86,24,6.58,26.57,5.21
6.71,46.04,70.39,4.69,5.08,3.56,27.87,3.47
14.47,4.98,7.59,5.86,4.62,4.93,38.76,3.9
31.07,65.95,68.32,12.9,26.77,9.86,83.62,10.85
53.31,7.47,19.32,55.69,86.31,20.82,88.41,15.62
29.65,11.2,18.63,19.34,23.08,7.95,60.54,6.51
40.6,82.13,87.65,40.44,51.69,28.49,74.91,42.95
38.83,2.49,10.35,40.44,32.31,26.85,20.47,39.91
22.24,13.69,13.11,32.82,11.54,29.32,6.53,9.98
4.59,4.98,11.04,6.45,4.62,7.67,6.1,3.47
8.47,12.44,17.94,17,8.77,32.88,4.36,4.77
4.94,8.71,8.97,7.62,4.62,14.25,7.4,1.3
8.47,12.44,12.42,5.28,11.08,8.77,20.03,7.38
59.31,12.44,30.37,90.27,60.46,78.91,33.53,55.96
44.13,34.84,33.82,35.76,46.61,15.34,68.38,13.01
15.53,18.67,18.63,18.76,17.54,10.41,62.71,11.28
36.72,4.98,8.97,18.76,57.69,25.76,6.53,18.22
9.88,2.49,4.83,5.28,6.92,5.75,5.66,6.07
12.71,8.71,9.66,20.52,3.23,10.41,9.15,10.85
6.71,11.2,6.9,2.93,6,3.29,6.53,8.68
12.36,7.47,4.83,19.93,11.08,14.25,10.02,8.24
23.3,4.98,11.04,58.62,39.69,41.92,14.81,52.93
10.94,2.49,2.07,8.21,19.85,7.4,4.79,3.47
3.88,4.98,6.9,6.45,8.31,2.74,3.05,6.07
17.65,7.47,3.45,7.62,48.46,8.49,9.15,12.58
25.77,18.67,13.8,29.31,6.92,13.7,50.08,13.01
4.59,4.98,4.83,7.03,4.62,26.3,8.71,55.1
21.89,105.77,115.94,20.52,18,30.69,51.39,29.5
28.6,52.26,44.86,11.72,4.15,14.8,84.49,28.2
37.42,3.73,8.28,37.51,23.54,13.7,21.34,21.26
4.59,78.39,118.7,1.17,3.69,7.95,6.53,9.11
20.48,79.64,91.1,31.07,12,24.66,76.65,21.69
45.54,8.71,8.28,66.82,39.69,23.29,7.4,23.43
58.6,3.73,5.52,80.3,18,56.99,16.55,61.17
46.95,3.73,10.35,62.13,26.31,35.89,40.07,46.42
31.07,2.49,4.14,49.82,23.54,47.4,8.71,45.99
20.48,2.49,0.69,37.51,13.38,25.76,21.34,11.28
9.88,33.6,31.75,10.55,4.15,6.3,57.49,6.94
12.71,14.93,17.94,13.48,6.46,4.93,36.15,7.81
26.48,39.82,62.8,20.52,42.46,14.8,61.84,24.29
7.77,130.66,128.36,7.62,16.15,6.03,96.68,5.21
6,196.61,285.02,1.17,11.54,6.03,90.59,9.11
8.47,52.26,63.49,5.86,5.08,10.14,78.83,4.34
11.65,29.86,53.14,12.9,6.92,7.95,76.65,2.6
6,68.44,82.81,5.86,1.85,6.03,56.62,3.9
8.12,28.62,35.2,11.14,7.85,8.77,37.89,7.81
42.36,12.44,36.58,29.31,47.54,16.99,62.28,12.58
5.3,11.2,11.73,9.38,6.46,12.6,22.21,19.09
10.94,14.93,17.25,7.03,7.85,6.3,43.55,8.24
10.24,27.38,24.15,2.93,2.31,9.32,65.76,6.94
17.65,2.49,11.04,17.58,27.69,13.43,14.37,9.98
33.19,4.98,11.04,38.1,58.15,39.45,23.52,58.13
51.19,12.44,5.52,49.82,69.69,18.63,11.76,20.82
38.13,14.93,6.9,39.27,30.46,14.52,9.58,19.09
11.65,1.24,3.45,15.83,10.62,14.25,2.61,8.24
30.01,3.73,5.52,48.06,17.08,45.21,7.4,62.47
46.6,6.22,4.14,59.79,31.85,43.84,17.42,54.23
66.02,11.2,6.9,53.34,62.77,62.47,11.32,88.07
42.72,0,1.38,48.06,27.69,34.25,44.86,29.93
47.31,17.42,4.14,53.34,30,53.7,39.2,38.61
28.6,3.73,6.9,25.2,21.69,30.14,27.44,32.97
10.24,3.73,11.73,6.45,13.85,8.22,12.63,12.58
18.36,3.73,4.14,9.38,14.77,11.23,12.19,12.15
30.01,1.24,0.69,9.38,46.15,10.96,16.55,19.52
10.59,7.47,4.14,4.1,7.85,6.3,3.05,2.6
26.83,6.22,7.59,45.72,36.92,44.39,7.84,77.22
18,4.98,4.83,30.48,9.69,35.34,7.4,48.59
36.01,2.49,6.21,33.41,23.08,26.58,11.32,75.49
49.42,6.22,3.45,48.65,78.92,43.56,16.11,70.28
33.54,8.71,8.97,61.55,27.23,68.22,3.92,65.51
34.24,11.2,1.38,39.27,30,38.63,5.23,43.82
48.37,8.71,8.28,25.79,40.15,47.4,57.49,55.1
13.42,14.93,6.21,15.83,26.31,28.22,6.97,18.65
10.24,7.47,11.04,10.55,22.62,26.58,5.23,39.04
4.59,3.73,3.45,8.79,8.31,10.14,5.66,6.94
26.83,12.44,4.83,14.65,28.15,40,7.84,36.44
6.71,11.2,4.83,7.62,8.31,2.47,6.1,4.77
10.24,2.49,4.83,2.34,7.85,9.32,13.5,12.58
8.47,8.71,7.59,11.14,11.54,12.6,22.21,10.41
20.83,6.22,6.21,36.34,8.31,62.47,8.27,44.68
27.89,8.71,0,51,15.69,65.48,5.23,31.24
35.3,7.47,6.21,53.34,41.54,69.59,4.36,72.45
26.48,14.93,6.21,24.62,12.92,60.83,10.02,68.54
15.53,8.71,7.59,20.52,15.23,50.69,13.07,39.48
3.53,4.98,7.59,4.69,5.08,4.11,8.71,11.28
11.3,7.47,5.52,8.79,15.69,9.04,9.58,10.41
15.89,19.91,33.13,10.55,30.46,8.22,57.05,10.85
16.59,12.44,15.18,16.41,3.23,49.32,16.11,10.41
6.35,4.98,3.45,10.55,10.15,3.56,10.02,5.21
2.82,1.24,4.83,4.1,10.62,6.3,3.48,2.17
6,8.71,7.59,1.76,6,3.84,3.92,1.74
38.48,14.93,22.08,31.07,72.46,22.74,5.66,4.77
24.01,17.42,9.66,24.62,70.15,12.88,10.02,8.24
16.95,3.73,8.97,16.41,8.31,11.23,5.66,8.24
6.35,3.73,4.83,7.03,2.77,6.03,6.1,3.47
16.59,8.71,5.52,17,2.77,21.1,7.84,42.51
51.19,13.69,12.42,41.03,47.54,53.15,12.63,88.5
28.24,3.73,8.28,22.86,48.92,33.43,10.89,68.11
31.07,2.49,2.07,45.72,17.08,21.65,3.48,13.45
37.42,1.24,3.45,46.31,21.23,36.44,5.66,90.24
28.95,4.98,5.52,17,9.23,40.82,10.89,91.54
19.77,12.44,6.21,24.03,11.08,49.32,4.79,94.57
13.42,3.73,14.49,14.65,7.85,26.85,4.79,68.54
11.3,2.49,2.76,10.55,8.77,33.7,5.23,108.02
7.06,3.73,6.9,17.58,2.31,14.52,9.58,39.91
24.36,13.69,1.38,24.62,13.38,57.26,10.02,94.57
74.14,6.22,4.83,66.82,66,67.68,20.47,113.66
36.72,8.71,7.59,28.72,36,48.77,13.94,63.34
4.94,3.73,9.66,11.14,11.08,17.81,3.92,15.18
34.95,17.42,31.75,26.38,41.08,41.65,18.29,51.63
19.42,9.95,7.59,24.62,17.08,20.28,10.02,42.08
32.83,16.18,12.42,29.89,48.46,26.3,30.92,42.51
23.3,23.64,33.13,24.03,45.69,28.49,20.9,26.03
40.95,32.35,50.38,51.58,18,63.02,7.4,75.05
6,49.77,79.36,9.96,6.92,10.96,43.99,15.62
4.94,38.58,52.45,6.45,5.08,9.59,55.75,14.32
13.42,4.98,2.76,12.9,63.23,8.22,13.5,11.28
8.47,4.98,11.04,15.24,8.31,15.89,6.1,6.07
30.71,27.38,33.13,22.86,17.54,12.06,59.23,13.45
29.3,62.22,50.38,48.06,9.69,43.29,29.18,26.03
3.53,38.58,33.13,0.59,5.08,5.75,12.19,5.64
15.53,4.98,2.76,10.55,38.77,6.85,6.1,4.77
32.13,6.22,2.76,9.38,7.38,26.85,4.79,48.15
4.59,108.26,169.77,8.21,9.69,7.95,40.5,6.94
10.59,85.86,143.55,5.86,4.62,11.23,56.62,5.21
32.13,13.69,19.32,21.69,102,11.78,42.68,16.92
15.89,69.68,91.79,2.93,13.38,6.03,80.57,5.64
26.48,4.98,4.83,18.17,2.77,26.58,4.79,61.6
24.71,9.95,6.21,31.65,4.15,19.18,8.71,52.49
8.83,3.73,4.14,2.93,6.92,2.19,3.05,5.21
56.84,17.42,10.35,40.44,36.46,52.61,22.21,81.56
52.6,4.98,6.21,53.93,47.54,33.97,11.76,54.66
7.06,13.69,3.45,14.07,14.77,12.88,16.55,5.21
15.18,12.44,17.25,16.41,15.23,17.54,11.76,19.09
14.83,53.51,111.11,1.76,10.62,8.77,54.44,4.77
8.83,11.2,8.97,4.69,7.85,5.21,6.97,3.04
4.94,56,65.56,2.34,5.08,7.4,12.19,3.9
7.06,13.69,19.32,1.76,6.46,4.11,67.07,2.17
13.77,17.42,50.38,15.24,12.46,12.88,38.76,7.38
8.12,22.4,23.46,4.1,0,3.29,46.6,2.17
8.12,38.58,42.1,2.93,4.62,3.29,43.12,5.21
11.65,18.67,26.22,13.48,4.62,6.85,54.87,7.81
30.36,36.09,36.58,34,17.08,21.37,72.3,16.49
24.01,88.35,104.21,16.41,32.77,21.37,96.68,21.26
16.24,16.18,35.2,9.38,9.23,13.7,59.67,9.54
34.6,21.15,25.53,34,12.46,23.56,29.18,37.74
22.24,31.11,43.48,31.07,27.23,24.39,29.61,41.21
45.54,9.95,17.94,51.58,51.23,40.82,29.18,50.76
59.31,11.2,22.77,36.93,39.23,64.66,8.27,84.16
78.02,53.51,52.45,74.44,70.15,58.09,43.55,96.74
38.13,6.22,24.84,42.2,52.15,56.44,23.52,52.06
28.24,13.69,24.15,21.1,36.92,13.7,25.26,15.62
12.71,34.84,47.62,22.27,13.38,8.49,19.16,11.71
42.72,67.2,81.43,44.55,32.31,29.32,27,22.56
42.72,46.04,64.87,52.75,30.92,46.03,50.08,73.32
66.37,12.44,20.01,81.48,78.92,56.99,30.92,41.65
42.01,6.22,7.59,37.51,53.54,51.24,13.07,36.44
44.84,12.44,11.04,52.17,10.15,67.13,9.58,92.4
15.89,16.18,20.7,9.96,4.62,16.71,39.2,12.58
26.12,4.98,7.59,27.55,4.15,47.95,12.19,63.34
54.72,17.42,15.18,75.61,44.77,66.85,36.58,72.45
59.31,17.42,11.04,64.48,86.31,73.16,27.44,72.01
7.41,23.64,29.68,11.72,28.15,8.49,81.01,11.71
27.18,32.35,58.66,12.31,15.69,8.49,85.8,11.28
10.59,21.15,22.77,8.21,10.62,11.51,17.86,9.54
12.71,29.86,64.18,5.86,12.46,9.59,26.13,14.32
24.36,82.13,106.28,28.14,46.61,17.54,45.29,9.98
9.88,32.35,43.48,8.21,6.46,9.59,33.53,10.41
31.42,19.91,33.82,31.07,33.23,20,29.61,14.75
6,99.55,102.83,6.45,6,6.03,83.62,3.9
4.59,16.18,20.7,9.38,4.15,14.8,12.19,6.51
8.83,12.44,14.49,3.52,1.85,6.03,6.53,4.34
43.07,12.44,9.66,71.51,35.08,24.39,10.89,14.32
27.18,9.95,13.8,11.72,53.54,6.3,37.45,4.77
54.37,17.42,8.28,49.82,93.69,37.26,33.53,17.79
35.3,8.71,6.21,19.93,24.92,10.14,25.26,12.58
24.36,8.71,9.66,31.07,42.92,23.84,16.55,26.9
24.36,14.93,9.66,22.86,37.85,15.89,11.76,24.29
42.36,11.2,14.49,62.72,44.31,42.47,22.65,39.04
37.77,8.71,7.59,51.58,10.62,36.44,7.84,99.35
19.06,6.22,11.73,25.79,36,23.02,10.89,45.12
30.01,8.71,3.45,53.34,10.62,40.28,6.97,69.85
51.19,26.13,31.06,71.51,43.85,57.81,48.34,56.83
55.07,7.47,6.9,79.72,5.08,22.47,7.4,27.33
38.83,9.95,11.73,52.75,15.69,26.58,11.32,26.03
44.13,16.18,9.66,56.27,51.23,36.99,8.71,63.77
55.07,14.93,4.83,55.1,48.92,45.76,22.21,59.43
45.19,4.98,2.07,58.62,7.38,50.41,3.48,83.73
25.77,8.71,6.9,36.93,8.77,13.97,5.23,27.33
62.84,16.18,7.59,86.17,28.15,54.8,19.6,56.83
47.31,7.47,8.97,31.07,54.92,18.91,24.82,13.01
8.83,32.35,5.52,13.48,11.54,8.77,7.84,12.15
19.42,2.49,5.52,21.1,18,9.04,10.45,8.68
7.77,4.98,8.28,4.69,13.38,7.67,7.4,9.54
7.77,9.95,2.76,8.21,11.08,5.75,2.61,4.34
18.36,18.67,15.18,12.31,59.54,9.04,9.15,8.68
49.78,2.49,5.52,26.38,46.61,14.52,23.08,17.79
25.07,6.22,5.52,53.34,4.15,16.44,6.1,29.93
28.6,4.98,2.07,22.86,48.92,13.7,3.92,21.69
22.95,4.98,11.04,25.79,54.46,27.4,20.47,9.11
39.54,2.49,4.83,26.38,37.85,18.91,12.19,24.73
34.95,6.22,6.21,48.06,76.61,32.6,17.42,32.1
28.24,9.95,9.66,19.93,56.77,18.36,21.78,20.39
39.19,2.49,6.21,49.82,39.69,31.78,7.84,21.69
9.53,12.44,4.14,11.72,5.08,10.41,11.32,10.41
22.24,12.44,12.42,28.72,27.69,38.63,12.19,7.81
18.36,99.55,151.14,13.48,12.92,12.88,71.42,8.24
15.18,7.47,6.9,10.55,18.92,24.39,6.53,37.31
34.95,11.2,19.32,61.55,81.23,58.09,22.21,22.56
8.47,16.18,5.52,5.86,15.69,10.96,6.1,7.38
31.42,18.67,34.51,19.34,45.23,13.97,32.23,9.54
19.06,7.47,12.42,17,50.31,8.49,22.21,9.98
11.65,6.22,14.49,8.79,24,12.33,11.32,11.71
57.19,12.44,34.51,65.06,57.23,34.52,47.47,50.32
33.19,8.71,19.32,21.69,40.15,21.37,32.23,32.54
51.19,9.95,15.18,48.06,40.15,60.83,16.55,74.62
12,108.26,132.5,11.72,2.31,6.85,115.85,10.85
21.18,19.91,28.99,19.34,36.92,15.89,44.86,24.29
9.18,7.47,9.66,2.93,14.77,6.85,36.15,6.94
8.12,9.95,24.84,10.55,13.85,5.48,39.2,5.21
7.06,14.93,22.77,7.03,10.62,5.21,49.21,2.6
27.89,23.64,21.39,9.38,70.61,10.14,46.6,10.85
51.54,37.33,25.53,54.51,62.31,41.65,58.36,32.1
24.01,11.2,11.04,45.13,13.85,43.02,5.66,6.94
27.18,4.98,8.28,49.82,47.08,18.36,32.66,9.54
20.83,4.98,8.28,13.48,43.38,18.36,12.63,4.77
20.48,7.47,6.9,32.24,33.69,37.54,10.45,13.88
23.65,4.98,3.45,9.96,67.38,7.4,14.81,7.81
19.42,4.98,11.04,19.34,10.62,42.47,7.84,60.3
49.42,17.42,17.94,52.75,68.31,50.41,12.19,82.86
3.53,9.95,3.45,0.59,6,6.3,4.79,9.98
17.65,12.44,15.87,5.86,33.23,10.96,6.97,6.07
6,8.71,8.97,5.28,9.23,7.12,0.44,2.6
10.59,11.2,10.35,5.28,33.23,3.01,4.79,2.17
10.94,3.73,12.42,4.69,38.31,9.59,2.61,4.34
3.88,17.42,13.8,8.21,8.31,8.77,4.79,3.47
14.83,3.73,9.66,16.41,40.15,24.11,6.53,6.07
48.01,9.95,13.11,48.06,49.85,40,11.32,13.01
70.96,8.71,14.49,71.51,126.92,71.79,6.97,92.4
17.65,17.42,2.76,14.65,36.46,10.41,10.89,4.34
25.42,8.71,13.11,55.69,18.46,48.5,8.27,10.85
30.71,19.91,10.35,38.69,40.15,31.78,5.66,11.71
34.6,11.2,8.97,53.34,28.15,40.82,5.66,29.93
50.84,13.69,11.04,53.93,61.85,45.48,3.92,48.59
21.54,6.22,6.9,44.55,55.38,26.03,6.53,8.24
31.77,9.95,3.45,41.62,63.23,32.6,15.68,19.96
7.77,2.49,9.66,21.1,5.54,15.07,6.1,5.64
30.01,7.47,6.21,41.62,17.54,30.41,4.79,41.65
39.19,12.44,11.73,34,72,35.07,6.97,66.81
72.73,6.22,6.21,62.72,48.46,34.8,18.73,71.58
44.48,1.24,3.45,42.79,30.46,32.06,7.84,52.49
50.84,19.91,7.59,46.89,60.92,53.7,11.76,54.66
51.9,4.98,7.59,46.31,46.15,36.44,14.37,45.55
49.07,16.18,16.56,66.82,78.92,75.35,3.48,92.84
33.54,18.67,16.56,30.48,18,34.52,20.47,63.77
28.6,9.95,31.06,38.1,23.08,29.86,27,40.78
22.95,4.98,6.9,15.24,21.23,20.82,8.71,33.84
16.95,12.44,11.04,22.86,21.69,25.76,8.27,36.88
29.65,12.44,11.73,29.31,39.23,26.03,2.61,41.65
19.42,9.95,9.66,19.93,113.08,23.56,21.78,35.14
5.3,16.18,8.28,16.41,25.38,9.59,10.45,11.71
6.35,8.71,3.45,8.21,6.92,5.48,5.23,16.05
46.95,2.49,10.35,77.96,78.46,73.98,6.1,50.32
26.12,2.49,6.9,29.89,43.38,12.06,10.02,3.47
39.19,9.95,7.59,46.31,55.38,62.47,9.15,33.4
16.59,6.22,12.42,35.76,14.77,42.47,3.05,3.47
20.83,4.98,9.66,33.41,52.15,30.14,1.31,12.58
56.49,16.18,6.21,66.24,71.54,65.48,4.79,49.89
14.47,4.98,11.73,20.52,7.38,39.45,7.84,9.11
13.77,11.2,11.04,17.58,35.08,32.6,7.84,9.11
28.95,3.73,6.9,52.75,5.08,50.41,3.48,52.93
23.65,4.98,1.38,18.17,43.85,29.86,27.44,16.05
16.24,14.93,11.04,18.76,7.85,21.1,36.58,11.28
51.19,8.71,8.28,80.89,65.54,62.2,11.76,53.36
27.89,11.2,17.94,45.13,61.38,38.91,6.53,27.76
22.59,7.47,7.59,28.72,39.23,20.28,11.76,6.94
20.83,6.22,0.69,16.41,48.46,12.06,10.02,3.47
22.95,14.93,18.63,11.72,87.23,13.7,13.5,9.11
26.12,6.22,4.83,20.52,56.77,20,4.36,11.28
65.66,9.95,17.94,66.24,82.15,55.07,11.76,73.32
35.3,8.71,15.87,48.65,38.31,69.59,6.1,67.68
33.54,1.24,8.28,25.79,64.15,29.04,15.68,47.72
26.83,4.98,6.9,34.58,50.77,37.54,4.36,26.9
35.3,8.71,13.8,47.48,25.38,71.79,5.66,52.93
6,9.95,12.42,5.28,3.69,10.41,3.48,4.77
46.6,6.22,6.21,53.34,6,43.02,7.84,49.02
27.18,17.42,6.9,35.17,34.61,33.97,7.4,15.62
12.36,7.47,10.35,14.65,13.38,8.22,9.58,7.38
28.95,2.49,7.59,36.93,47.08,29.86,12.63,9.98
28.95,7.47,11.73,54.51,18.46,39.73,6.97,19.96
6.35,6.22,4.83,4.69,3.23,6.3,12.19,4.77
29.3,14.93,6.21,45.72,55.38,43.29,6.53,22.56
47.66,14.93,5.52,72.68,77.08,39.18,16.98,10.41
25.77,7.47,3.45,38.69,21.23,40.28,7.4,5.64
19.42,6.22,13.11,35.17,23.54,42.47,4.79,20.39
49.07,4.98,11.73,56.86,74.31,65.21,10.02,50.76
70.61,6.22,6.21,65.06,59.54,72.33,11.76,62.04
18.36,19.91,21.39,18.76,11.54,14.25,57.92,10.41
61.43,14.93,20.7,82.06,121.38,61.1,41.37,59.87
27.18,6.22,16.56,26.96,42.46,10.96,74.47,5.21
28.6,7.47,4.14,10.55,24,13.43,30.92,5.64
36.36,14.93,6.9,12.31,62.77,12.33,23.52,9.98
31.77,13.69,14.49,35.17,70.61,24.39,35.71,15.62
26.83,12.44,5.52,12.31,45.23,16.99,8.71,4.77
20.48,9.95,2.76,28.72,28.62,12.06,18.29,6.51
16.24,18.67,12.42,18.17,51.23,15.89,15.68,13.45
46.6,6.22,8.28,56.27,17.54,20.82,20.03,17.79
11.65,22.4,20.7,10.55,10.62,10.96,70.12,7.38
46.25,8.71,8.97,38.1,65.54,21.37,5.66,28.2
10.24,11.2,4.14,12.31,44.77,11.23,8.71,3.9
34.6,6.22,16.56,34.58,55.38,21.92,16.98,9.11
26.48,9.95,8.28,22.86,74.31,19.73,10.02,4.77
10.94,22.4,21.39,1.17,13.85,5.21,58.79,9.11
31.77,13.69,13.8,19.93,56.31,10.41,18.73,11.28
25.77,12.44,12.42,8.79,84,10.14,22.65,5.64
27.18,3.73,8.97,16.41,100.61,10.96,8.71,6.94
26.12,9.95,10.35,26.96,110.31,11.78,8.27,4.77
38.48,4.98,4.83,52.17,21.23,31.51,6.1,21.26
40.25,4.98,12.42,42.2,34.61,42.74,5.23,37.74
33.19,14.93,10.35,66.24,93.23,45.76,9.15,44.68
48.72,4.98,8.97,55.1,93.69,28.49,12.19,15.18
5.65,3.73,14.49,6.45,28.62,8.22,7.4,7.81
21.54,9.95,4.14,11.14,125.08,3.56,5.66,6.94
13.77,4.98,5.52,10.55,33.69,4.93,20.9,8.68
17.3,8.71,11.04,6.45,32.77,4.66,14.81,6.94
50.13,98.3,148.38,32.82,15.23,25.21,87.1,34.27
37.77,6.22,11.04,34,57.69,24.11,19.16,29.5
34.24,9.95,2.76,14.07,62.77,7.4,15.68,6.07
52.25,21.15,12.42,15.83,105.23,12.6,43.12,4.77
26.12,9.95,6.9,14.07,62.31,21.1,25.7,23.43
30.36,0,6.9,70.34,7.38,26.03,38.76,21.69
12.71,3.73,6.9,9.96,6.46,48.77,9.58,69.41
15.53,7.47,8.97,15.83,25.38,26.58,14.37,44.25
13.06,9.95,9.66,3.52,26.77,7.12,17.42,4.77
14.12,14.93,5.52,5.28,30,10.41,25.26,7.38
9.18,16.18,4.83,7.03,14.77,16.17,9.15,3.47
16.95,18.67,12.42,43.38,38.31,69.32,5.66,78.96
7.77,13.69,8.97,6.45,5.54,12.06,5.66,14.75
12.71,4.98,8.28,22.27,11.08,36.17,8.71,36.88
34.6,7.47,2.76,30.48,20.31,52.06,13.5,65.51
39.54,3.73,11.04,48.06,15.69,54.25,4.79,63.77
20.12,22.4,12.42,28.14,54.92,19.45,6.97,11.28
31.07,16.18,10.35,54.51,42.92,45.21,12.63,10.41
63.19,9.95,11.04,55.69,102,59.73,6.1,55.53
32.48,11.2,4.83,41.03,86.31,36.44,6.1,12.15
36.72,2.49,4.14,49.82,38.77,44.39,9.15,39.48
25.42,13.69,7.59,27.55,24.92,30.41,5.23,36.44
48.37,12.44,11.73,77.96,65.54,35.62,3.48,21.69
34.6,7.47,7.59,44.55,29.08,16.44,12.63,15.62
5.3,73.42,107.66,4.69,6.92,3.56,3.05,5.21
3.53,4.98,6.21,1.76,2.31,6.58,6.53,7.81
2.82,118.21,115.94,3.52,4.15,3.01,15.24,8.24
3.18,145.59,167.7,0.59,5.54,4.38,10.02,3.04
3.88,69.68,106.28,2.34,4.62,5.75,5.66,1.74
21.54,12.44,5.52,17,58.15,11.78,7.84,7.81
13.06,3.73,11.04,7.62,45.23,7.4,14.37,6.51
14.47,6.22,13.11,9.96,30.92,5.75,13.07,3.9
10.59,9.95,16.56,7.03,13.38,7.95,17.42,5.21
16.24,12.44,21.39,27.55,96.46,11.51,16.55,4.34
7.06,54.75,57.97,5.86,10.15,5.21,82.31,6.94
15.89,12.44,31.06,7.03,28.15,12.06,22.21,4.77
4.59,63.46,73.84,7.62,11.54,12.06,51.83,6.94
3.88,6.22,1.38,10.55,9.69,4.11,6.53,4.77
9.88,14.93,8.97,12.31,8.77,6.3,50.52,5.64
13.42,6.22,12.42,22.86,43.38,9.32,11.32,4.34
2.82,21.15,11.73,7.62,7.38,6.3,3.05,8.24
22.59,14.93,14.49,9.96,43.38,10.96,12.63,3.9
25.07,6.22,6.21,18.17,41.54,9.86,16.11,13.01
11.65,4.98,7.59,13.48,6.46,20.82,3.92,51.19
39.89,11.2,16.56,42.2,90.92,18.91,29.18,13.88
12.71,2.49,8.97,8.79,39.23,4.38,8.71,4.77
5.65,13.69,6.21,2.34,13.38,6.58,2.61,0.87
21.89,8.71,5.52,35.76,20.77,19.45,6.97,19.52
43.07,12.44,14.49,30.48,53.54,16.44,36.15,20.82
16.95,7.47,2.76,13.48,28.62,6.58,10.89,7.38
8.12,11.2,3.45,0,3.23,8.77,2.61,9.11
25.07,32.35,51.07,21.1,22.15,33.43,16.11,49.46
33.89,9.95,17.94,9.96,15.69,37.26,13.07,87.63
25.42,24.89,20.01,20.52,16.15,27.12,23.52,44.25
16.95,6.22,15.18,21.1,7.85,45.21,9.15,89.37
7.41,18.67,10.35,6.45,4.15,9.59,54.44,8.24
57.54,4.98,4.83,65.06,83.08,37.26,34.41,30.37
